sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,cost_price,product_name,category,revenue,cost,profit,margin_pct
852,INV-202303-00313,2023-03-30,,1020,1,100.4,100.4,pood,Tallinn,järelmaks,62.63,Elegantne puuvillane body,laste_riided,100.4,62.63,37.77,37.62
853,INV-202303-00314,2023-03-13,2672.0,1169,3,88.08,264.24,pood,Tallinn,järelmaks,58.08,Minimalistlik trikoo tuulejope,laste_riided,264.24,174.24,90.0,34.06
854,INV-202303-00315,2023-03-30,4927.0,1176,1,245.59,245.59,pood,Tartu,kaart,159.4,Boheemlaslik merino villane kapuutsiga pusa,naiste_riided,245.59,159.4,86.19,35.1
855,INV-202303-00316,2023-03-08,3235.0,1274,1,234.79,234.79,pood,Tartu,järelmaks,156.71,Soe teksane chino püksid,meeste_riided,234.79,156.71,78.08,33.26
856,INV-202303-00317,2023-03-16,2530.0,1154,1,190.81,190.81,pood,Tallinn,sularaha,119.91,Praktiline nahkne nahk sandaalid,jalanõusid,190.81,119.91,70.9,37.16
857,INV-202303-00318,2023-03-21,2854.0,1058,1,302.86,302.86,pood,Pärnu,sularaha,216.32,Õhuline sünteetiline rannasandaalid,jalanõusid,302.86,216.32,86.54,28.57
858,INV-202303-00319,2023-03-21,2609.0,1201,1,147.16,147.16,pood,Tartu,sularaha,91.71,Moodne keraamiline sall,aksessuaarid,147.16,91.71,55.45,37.68
859,INV-202303-00320,2023-03-17,3431.0,1213,1,132.3,132.3,pood,Tartu,järelmaks,82.97,Luksuslik goretex derbyd,jalanõusid,132.3,82.97,49.33,37.29
860,INV-202303-00321,2023-03-09,4080.0,1334,2,24.67,49.34,pood,Tartu,kaart,17.29,Moodne orgaaniline bleiser,laste_riided,49.34,34.58,14.76,29.91
861,INV-202303-00322,2023-03-08,4834.0,1076,2,89.29,178.58,pood,Tallinn,sularaha,89.29,Klassikaline džersii bleiser,meeste_riided,178.58,178.58,0.0,0.0
862,INV-202303-00323,2023-03-28,3948.0,1144,1,152.13,152.13,online,,järelmaks,105.72,Mugav polüester püksid,meeste_riided,152.13,105.72,46.41,30.51
863,INV-202303-00324,2023-03-01,2014.0,1167,1,270.99,270.99,pood,Tartu,sularaha,170.94,Moodne tweed smokingüklikond,meeste_riided,270.99,170.94,100.05,36.92
864,INV-202303-00325,2023-03-24,3178.0,1064,1,95.87,95.87,online,,kaart,63.2,Sportlik softshell teksapüksid,laste_riided,95.87,63.2,32.67,34.08
865,INV-202303-00326,2023-03-11,3921.0,1123,3,219.38,658.14,pood,Tallinn,järelmaks,130.57,Stiilne kangast nokamüts,aksessuaarid,658.14,391.71,266.43,40.48
866,INV-202303-00327,2023-03-17,3608.0,1055,1,65.6,65.6,pood,Tallinn,kaart,41.58,Elegantne puust kootud müts,aksessuaarid,65.6,41.58,24.02,36.62
867,INV-202303-00328,2023-03-30,3599.0,1241,2,368.97,737.94,online,,kaart,248.79,Stiilne goretex kingad,jalanõusid,737.94,497.58,240.36,32.57
868,INV-202303-00329,2023-03-06,4281.0,1114,1,74.7,74.7,pood,Tallinn,sularaha,52.97,Luksuslik villane saapad,jalanõusid,74.7,52.97,21.73,29.09
869,INV-202303-00330,2023-03-03,4009.0,1269,1,125.98,125.98,pood,Tartu,järelmaks,77.48,Kerge viskoosne suvekleit,naiste_riided,125.98,77.48,48.5,38.5
870,INV-202303-00331,2023-03-13,2713.0,1078,3,42.64,127.92,pood,Pärnu,järelmaks,25.25,Stiilne merino villane parka,naiste_riided,127.92,75.75,52.17,40.78
871,INV-202303-00332,2023-03-21,2403.0,1275,2,62.82,125.64,online,,kaart,38.3,Trendikas villane dressikomplekt,laste_riided,125.64,76.6,49.04,39.03
872,INV-202303-00333,2023-03-20,2941.0,1079,1,291.36,291.36,online,,sularaha,197.7,Trendikas džersii pullover,naiste_riided,291.36,197.7,93.66,32.15
873,INV-202303-00334,2023-03-06,2041.0,1097,2,324.38,648.76,pood,Tallinn,sularaha,227.5,Boheemlaslik kangast rannasandaalid,jalanõusid,648.76,455.0,193.76,29.87
874,INV-202303-00335,2023-03-17,3648.0,1111,3,327.07,981.21,pood,Tallinn,kaart,198.07,Õhuline polüester cargo püksid,meeste_riided,981.21,594.21,387.0,39.44
875,INV-202303-00336,2023-03-16,4352.0,1309,2,211.35,422.7,pood,Tartu,sularaha,129.14,Moodne viskoosne plisseeseelik,naiste_riided,422.7,258.28,164.42,38.9
876,INV-202303-00337,2023-03-02,3637.0,1009,1,332.55,332.55,pood,Tallinn,sularaha,206.74,Praktiline merino villane parka,meeste_riided,332.55,206.74,125.81,37.83
877,INV-202303-00338,2023-03-18,2905.0,1084,1,156.13,156.13,online,,kaart,98.37,Õhuline nahkne elastne vöö,aksessuaarid,156.13,98.37,57.76,36.99
878,INV-202303-00339,2023-03-14,4419.0,1330,2,167.23,334.46,online,,sularaha,106.54,Trendikas trikoo chino püksid,laste_riided,334.46,213.08,121.38,36.29
879,INV-202303-00340,2023-03-20,3618.0,1249,3,73.9,221.7,pood,Tartu,järelmaks,50.59,Trendikas puuvillane body,laste_riided,221.7,151.77,69.93,31.54
880,INV-202303-00341,2023-03-31,4685.0,1137,2,194.46,388.92,pood,Tartu,sularaha,133.47,Soe džersii cargo püksid,naiste_riided,388.92,266.94,121.98,31.36
881,INV-202303-00342,2023-03-10,4452.0,1250,2,265.2,530.4,online,,sularaha,174.06,Sportlik linane jakk,naiste_riided,530.4,348.12,182.28,34.37
882,INV-202303-00343,2023-03-10,4324.0,1334,1,24.67,24.67,online,,kaart,17.29,Moodne orgaaniline bleiser,laste_riided,24.67,17.29,7.38,29.91
883,INV-202303-00344,2023-03-29,2641.0,1113,1,86.46,86.46,pood,Pärnu,järelmaks,52.42,Moodne trikoo koolikomplekt,laste_riided,86.46,52.42,34.04,39.37
884,INV-202304-00001,2023-04-20,2709.0,1030,3,112.68,338.04,pood,Tartu,järelmaks,68.58,Minimalistlik softshell cargo püksid,laste_riided,338.04,205.74,132.3,39.14
885,INV-202304-00002,2023-04-15,3744.0,1306,2,93.13,186.26,pood,Tartu,kaart,59.65,Elegantne kangast kindad,aksessuaarid,186.26,119.3,66.96,35.95
886,INV-202304-00003,2023-04-08,2265.0,1287,1,114.8,114.8,pood,Tallinn,kaart,72.82,Stiilne fliisist komplekt,laste_riided,114.8,72.82,41.98,36.57
887,INV-202304-00004,2023-04-03,3780.0,1304,1,210.36,210.36,online,,kaart,148.01,Kerge villane talvesaapad,jalanõusid,210.36,148.01,62.35,29.64
888,INV-202304-00005,2023-04-04,3106.0,1250,1,265.2,265.2,pood,Tartu,sularaha,174.06,Sportlik linane jakk,naiste_riided,265.2,174.06,91.14,34.37
889,INV-202304-00006,2023-04-28,4083.0,1286,3,28.56,85.68,pood,Tartu,sularaha,17.53,Trendikas keraamiline sõrmkindad,aksessuaarid,85.68,52.59,33.09,38.62
891,INV-202304-00008,2023-04-06,4210.0,1259,1,229.55,229.55,pood,Tartu,järelmaks,143.56,Elegantne džersii cargo püksid,naiste_riided,229.55,143.56,85.99,37.46
892,INV-202304-00009,2023-04-17,2222.0,1230,3,55.04,165.12,pood,Pärnu,kaart,34.21,Minimalistlik villane pühapäevakleit,laste_riided,165.12,102.63,62.49,37.85
893,INV-202304-00010,2023-04-01,3618.0,1042,2,347.84,695.68,online,,järelmaks,223.47,Luksuslik teksane polo särk,meeste_riided,695.68,446.94,248.74,35.75
894,INV-202304-00011,2023-04-12,2260.0,1158,1,70.01,70.01,pood,Tallinn,kaart,42.44,Praktiline flanellne linane särk,meeste_riided,70.01,42.44,27.57,39.38
895,INV-202304-00012,2023-04-30,4724.0,1265,2,269.85,539.7,pood,Tallinn,järelmaks,181.16,Soe flanellne chino püksid,meeste_riided,539.7,362.32,177.38,32.87
896,INV-202304-00013,2023-04-26,3574.0,1124,2,232.61,465.22,online,,sularaha,148.69,Klassikaline villane madalad kontsad,jalanõusid,465.22,297.38,167.84,36.08
897,INV-202304-00014,2023-04-27,4258.0,1136,5,94.25,471.25,pood,Pärnu,sularaha,59.06,Trendikas villane tuulejope,laste_riided,471.25,295.3,175.95,37.34
898,INV-202304-00015,2023-04-01,3275.0,1126,4,200.77,803.08,online,,kaart,141.7,Mugav kashmiir skaterkleit,naiste_riided,803.08,566.8,236.28,29.42
899,INV-202304-00016,2023-04-21,3699.0,1256,1,296.4,296.4,pood,Tallinn,järelmaks,176.78,Klassikaline puuvillane skaterkleit,naiste_riided,296.4,176.78,119.62,40.36
900,INV-202304-00017,2023-04-14,2617.0,1281,2,292.61,585.22,online,,kaart,190.07,Sportlik villane tossud,jalanõusid,585.22,380.14,205.08,35.04
901,INV-202304-00018,2023-04-13,4428.0,1009,1,332.55,332.55,online,,kaart,206.74,Praktiline merino villane parka,meeste_riided,332.55,206.74,125.81,37.83
902,INV-202304-00019,2023-04-13,4949.0,1043,2,128.44,256.88,online,,sularaha,128.44,Elegantne orgaaniline tuulejope,laste_riided,256.88,256.88,0.0,0.0
903,INV-202304-00020,2023-04-23,4850.0,1095,1,140.64,140.64,pood,Pärnu,järelmaks,93.17,Minimalistlik villane bleiser,laste_riided,140.64,93.17,47.47,33.75
904,INV-202304-00021,2023-04-19,,1031,1,434.08,434.08,online,,kaart,266.31,Õhuline sünteetiline sporditossud,jalanõusid,434.08,266.31,167.77,38.65
905,INV-202304-00022,2023-04-24,,1081,4,63.62,254.48,pood,Tallinn,kaart,38.46,Luksuslik goretex rannasandaalid,jalanõusid,254.48,153.84,100.64,39.55
906,INV-202304-00023,2023-04-21,3132.0,1034,2,207.23,414.46,online,,kaart,145.76,Minimalistlik villane nahk sandaalid,jalanõusid,414.46,291.52,122.94,29.66
907,INV-202304-00024,2023-04-08,4193.0,1017,1,153.62,153.62,online,,sularaha,108.74,Praktiline seemisnahkne saapad,jalanõusid,153.62,108.74,44.88,29.21
908,INV-202304-00025,2023-04-18,3418.0,1329,2,110.02,220.04,pood,Tallinn,sularaha,65.74,Moodne viskoosne teksapüksid,naiste_riided,220.04,131.48,88.56,40.25
909,INV-202304-00026,2023-04-11,3618.0,1128,1,274.5,274.5,pood,Tartu,kaart,184.73,Luksuslik polüester V-kaelusega kampsun,meeste_riided,274.5,184.73,89.77,32.7
910,INV-202304-00027,2025-12-02,3709.0,1183,1,231.13,231.13,pood,Tallinn,sularaha,138.29,Luksuslik metallist labakindad,aksessuaarid,231.13,138.29,92.84,40.17
911,INV-202304-00028,2023-04-15,4815.0,1170,1,158.51,158.51,pood,Tallinn,järelmaks,102.33,Elegantne kashmiir tuulejope,naiste_riided,158.51,102.33,56.18,35.44
912,INV-202304-00029,2023-04-25,3297.0,1325,1,50.85,50.85,pood,Tartu,sularaha,34.78,Praktiline puust sall,aksessuaarid,50.85,34.78,16.07,31.6
913,INV-202304-00030,2023-04-15,2610.0,1155,1,209.05,-209.05,pood,Tartu,kaart,148.43,Stiilne kashmiir jakk,naiste_riided,-209.05,148.43,-357.48,171.0
914,INV-202304-00031,2023-04-01,3518.0,1236,1,264.03,205.89,pood,Tartu,kaart,127.65,Stiilne puust müts,aksessuaarid,205.89,127.65,78.24,38.0
915,INV-202304-00032,2023-04-12,2997.0,1110,2,151.08,302.16,pood,Tartu,järelmaks,151.08,Moodne polüester slim-fit särk,meeste_riided,302.16,302.16,0.0,0.0
916,INV-202304-00033,2023-04-28,2380.0,1201,2,147.16,294.32,pood,Tartu,järelmaks,91.71,Moodne keraamiline sall,aksessuaarid,294.32,183.42,110.9,37.68
917,INV-202304-00034,2023-04-29,2335.0,1110,1,151.08,151.08,pood,Tallinn,järelmaks,151.08,Moodne polüester slim-fit särk,meeste_riided,151.08,151.08,0.0,0.0
918,INV-202304-00035,2023-04-30,2749.0,1143,1,307.83,307.83,pood,Tallinn,sularaha,182.53,Õhuline linane jakk,naiste_riided,307.83,182.53,125.3,40.7
919,INV-202304-00036,2023-04-07,,1285,1,123.64,123.64,pood,Pärnu,järelmaks,73.88,Praktiline puuvillane teksapüksid,laste_riided,123.64,73.88,49.76,40.25
920,INV-202304-00037,2023-04-17,3163.0,1012,2,160.21,320.42,online,,sularaha,111.3,Boheemlaslik merino villane cargo püksid,meeste_riided,320.42,222.6,97.82,30.53
921,INV-202304-00038,2023-04-10,2183.0,1147,4,143.42,573.68,pood,Tartu,kaart,96.17,Mugav puuvillane kardigan,meeste_riided,573.68,384.68,189.0,32.95
922,INV-202304-00039,2023-04-08,4543.0,1202,1,22.04,22.04,online,,sularaha,13.3,Elegantne metallist sall,aksessuaarid,22.04,13.3,8.74,39.66
923,INV-202304-00040,2023-04-27,4239.0,1223,1,319.98,319.98,pood,Tartu,järelmaks,192.81,Praktiline kangast kõrge kontsaga kingad,jalanõusid,319.98,192.81,127.17,39.74
924,INV-202304-00041,2023-04-08,3001.0,1350,5,270.69,1353.45,pood,Tallinn,järelmaks,168.14,Soe nahkne platvormi kontsad,jalanõusid,1353.45,840.7,512.75,37.88
925,INV-202304-00042,2023-04-29,4206.0,1132,1,144.36,144.36,online,,kaart,84.93,Klassikaline nahkne nahkkindad,aksessuaarid,144.36,84.93,59.43,41.17
926,INV-202304-00043,2023-04-15,2054.0,1296,1,301.97,301.97,online,,kaart,181.98,Kerge džersii pluus,naiste_riided,301.97,181.98,119.99,39.74
927,INV-202304-00044,2023-04-07,3970.0,1157,1,64.85,91.22,pood,Tallinn,kaart,64.48,Klassikaline tweed kardigan,meeste_riided,91.22,64.48,26.74,29.31
928,INV-202304-00045,2023-04-20,4206.0,1006,3,319.42,958.26,online,,järelmaks,208.86,Praktiline džersii seelik,naiste_riided,958.26,626.58,331.68,34.61
929,INV-202304-00046,2023-04-27,3071.0,1167,2,270.99,541.98,online,,järelmaks,170.94,Moodne tweed smokingüklikond,meeste_riided,541.98,341.88,200.1,36.92
930,INV-202304-00047,2023-04-28,2272.0,1067,2,15.09,30.18,online,,sularaha,10.5,Praktiline siidine rätik,aksessuaarid,30.18,21.0,9.18,30.42
931,INV-202304-00048,2023-04-23,4952.0,1261,2,305.72,611.44,pood,Tallinn,järelmaks,305.72,Vintage nahkne tossud,jalanõusid,611.44,611.44,0.0,0.0
932,INV-202304-00049,2023-04-16,2835.0,1230,2,55.04,110.08,online,,kaart,34.21,Minimalistlik villane pühapäevakleit,laste_riided,110.08,68.42,41.66,37.85
933,INV-202304-00050,2023-04-21,3525.0,1040,1,96.11,96.11,online,,järelmaks,67.46,Sportlik goretex nahk sandaalid,jalanõusid,96.11,67.46,28.65,29.81
934,INV-202304-00051,2026-03-17,4113.0,1082,3,100.93,302.79,pood,Tallinn,kaart,71.58,Boheemlaslik polüester casual särk,meeste_riided,302.79,214.74,88.05,29.08
935,INV-202304-00052,2023-04-28,2240.0,1006,1,319.42,319.42,pood,Tallinn,kaart,208.86,Praktiline džersii seelik,naiste_riided,319.42,208.86,110.56,34.61
936,INV-202304-00053,2023-04-13,3263.0,1214,3,250.17,750.51,online,,sularaha,176.29,Luksuslik merino villane kapuutsiga pusa,naiste_riided,750.51,528.87,221.64,29.53
938,INV-202304-00055,2023-04-23,2608.0,1215,1,160.91,160.91,online,,sularaha,102.31,Praktiline polüester casual särk,meeste_riided,160.91,102.31,58.6,36.42
939,INV-202304-00056,2023-04-21,3050.0,1139,1,106.71,106.71,online,,kaart,69.49,Vintage metallist seljakott,aksessuaarid,106.71,69.49,37.22,34.88
940,INV-202304-00057,2023-04-16,4948.0,1308,1,67.75,67.75,pood,Tallinn,sularaha,40.94,Luksuslik sünteetiline loaferid,jalanõusid,67.75,40.94,26.81,39.57
941,INV-202304-00058,2023-04-11,4166.0,1217,1,34.04,34.04,pood,Tartu,järelmaks,21.18,Sportlik villane püksid,laste_riided,34.04,21.18,12.86,37.78
942,INV-202304-00059,2023-04-25,4701.0,1330,2,138.47,334.46,pood,Tallinn,järelmaks,106.54,Trendikas trikoo chino püksid,laste_riided,334.46,213.08,121.38,36.29
943,INV-202304-00060,2023-04-18,4058.0,1104,1,191.48,-191.48,pood,Pärnu,sularaha,117.01,Vintage kangast vöö,aksessuaarid,-191.48,117.01,-308.49,161.11
944,INV-202304-00061,2023-04-30,2168.0,1234,2,162.86,325.72,pood,Tartu,kaart,101.94,Klassikaline siidine tuulejope,naiste_riided,325.72,203.88,121.84,37.41
945,INV-202304-00062,2023-04-08,3356.0,1137,2,194.46,388.92,pood,Tallinn,järelmaks,133.47,Soe džersii cargo püksid,naiste_riided,388.92,266.94,121.98,31.36
946,INV-202304-00063,2023-04-21,2221.0,1076,1,89.29,89.29,pood,Pärnu,järelmaks,89.29,Klassikaline džersii bleiser,meeste_riided,89.29,89.29,0.0,0.0
947,INV-202304-00064,2023-04-20,4566.0,1183,1,231.13,231.13,online,,kaart,138.29,Luksuslik metallist labakindad,aksessuaarid,231.13,138.29,92.84,40.17
948,INV-202304-00065,2023-04-10,3396.0,1114,1,74.7,74.7,online,,kaart,52.97,Luksuslik villane saapad,jalanõusid,74.7,52.97,21.73,29.09
949,INV-202304-00066,2023-04-01,,1063,1,151.45,151.45,pood,Tallinn,järelmaks,107.69,Mugav softshell slim-fit püksid,laste_riided,151.45,107.69,43.76,28.89
950,INV-202304-00067,2023-04-26,2456.0,1131,1,166.27,166.27,online,,kaart,102.23,Praktiline merino villane pusa,naiste_riided,166.27,102.23,64.04,38.52
951,INV-202304-00068,2023-04-19,2423.0,1204,1,63.95,63.95,pood,Pärnu,sularaha,40.78,Stiilne villane kontsakingad,jalanõusid,63.95,40.78,23.17,36.23
952,INV-202304-00069,2023-04-12,4525.0,1083,1,72.14,72.14,pood,Pärnu,kaart,48.59,Vintage villane püksid,laste_riided,72.14,48.59,23.55,32.64
953,INV-202304-00070,2023-04-22,3698.0,1215,1,160.91,160.91,pood,Tallinn,järelmaks,102.31,Praktiline polüester casual särk,meeste_riided,160.91,102.31,58.6,36.42
954,INV-202304-00071,2023-04-30,3403.0,1292,2,74.81,149.62,pood,Tallinn,kaart,45.76,Õhuline siidine kaelakee,aksessuaarid,149.62,91.52,58.1,38.83
955,INV-202304-00072,2023-04-30,3425.0,1310,3,106.21,318.63,online,,järelmaks,66.03,Luksuslik fliisist komplekt,laste_riided,318.63,198.09,120.54,37.83
956,INV-202304-00073,2023-04-24,2084.0,1143,1,307.83,307.83,pood,Tallinn,järelmaks,182.53,Õhuline linane jakk,naiste_riided,307.83,182.53,125.3,40.7
957,INV-202304-00074,2023-04-15,2090.0,1312,2,243.93,487.86,online,,sularaha,152.67,Soe polüester smokingüklikond,meeste_riided,487.86,305.34,182.52,37.41
958,INV-202304-00075,2023-04-26,3605.0,1223,1,319.98,319.98,online,,sularaha,192.81,Praktiline kangast kõrge kontsaga kingad,jalanõusid,319.98,192.81,127.17,39.74
959,INV-202304-00076,2023-04-02,4432.0,1045,1,176.65,176.65,pood,Tallinn,järelmaks,117.46,Praktiline kangast elastne vöö,aksessuaarid,176.65,117.46,59.19,33.51
960,INV-202304-00077,2023-04-16,3618.0,1032,2,198.42,396.84,online,,kaart,132.11,Boheemlaslik seemisnahkne oxfordid,jalanõusid,396.84,264.22,132.62,33.42
961,INV-202304-00078,2023-04-26,4722.0,1153,1,79.59,79.59,pood,Tartu,sularaha,48.21,Soe teksane smokingüklikond,meeste_riided,79.59,48.21,31.38,39.43
962,INV-202304-00079,2023-04-03,,1137,3,194.46,583.38,pood,Tartu,järelmaks,133.47,Soe džersii cargo püksid,naiste_riided,583.38,400.41,182.97,31.36
963,INV-202304-00080,2023-04-11,2533.0,1270,1,124.35,124.35,pood,Tartu,sularaha,81.15,Elegantne tweed bleiser,meeste_riided,124.35,81.15,43.2,34.74
964,INV-202304-00081,2023-04-03,4656.0,1067,2,15.09,30.18,online,,sularaha,10.5,Praktiline siidine rätik,aksessuaarid,30.18,21.0,9.18,30.42
965,INV-202304-00082,2023-04-18,,1227,3,120.17,360.51,pood,Tartu,järelmaks,77.08,Mugav kangast tennised,jalanõusid,360.51,231.24,129.27,35.86
966,INV-202304-00083,2023-04-18,,1004,1,41.63,41.63,pood,Tartu,järelmaks,29.41,Minimalistlik puuvillane tuunika,naiste_riided,41.63,29.41,12.22,29.35
967,INV-202304-00084,2023-04-14,4803.0,1143,1,307.83,307.83,pood,Tallinn,sularaha,182.53,Õhuline linane jakk,naiste_riided,307.83,182.53,125.3,40.7
968,INV-202304-00085,2023-04-23,3332.0,1119,1,181.68,181.68,pood,Tartu,järelmaks,116.87,Boheemlaslik kangast kangasvöö,aksessuaarid,181.68,116.87,64.81,35.67
969,INV-202304-00086,2023-04-27,3072.0,1111,5,327.07,1635.35,pood,Tartu,kaart,198.07,Õhuline polüester cargo püksid,meeste_riided,1635.35,990.35,645.0,39.44
970,INV-202304-00087,2023-04-21,3099.0,1019,2,80.39,160.78,pood,Tallinn,sularaha,51.41,Luksuslik villane bleiser,laste_riided,160.78,102.82,57.96,36.05
971,INV-202304-00088,2023-04-16,3618.0,1199,4,276.97,1107.88,pood,Tartu,sularaha,163.71,Klassikaline kangast tennised,jalanõusid,1107.88,654.84,453.04,40.89
972,INV-202304-00089,2023-04-07,4952.0,1083,2,72.14,144.28,online,,sularaha,48.59,Vintage villane püksid,laste_riided,144.28,97.18,47.1,32.64
973,INV-202304-00090,2023-04-05,3280.0,1220,2,26.79,53.58,pood,Tartu,sularaha,19.01,Vintage keraamiline barett,aksessuaarid,53.58,38.02,15.56,29.04
974,INV-202304-00091,2023-04-27,4985.0,1129,1,182.77,182.77,pood,Tallinn,kaart,119.04,Elegantne siidine teksapüksid,naiste_riided,182.77,119.04,63.73,34.87
975,INV-202304-00092,2023-04-22,4803.0,1095,2,140.64,281.28,pood,Pärnu,sularaha,93.17,Minimalistlik villane bleiser,laste_riided,281.28,186.34,94.94,33.75
976,INV-202304-00093,2023-04-11,2294.0,1344,1,84.95,84.95,pood,Tallinn,sularaha,58.63,Mugav softshell teksapüksid,laste_riided,84.95,58.63,26.32,30.98
977,INV-202304-00094,2023-04-25,2603.0,1227,3,120.17,360.51,pood,Tartu,järelmaks,77.08,Mugav kangast tennised,jalanõusid,360.51,231.24,129.27,35.86
978,INV-202304-00095,2023-04-27,4181.0,1169,2,88.08,176.16,pood,Tallinn,järelmaks,58.08,Minimalistlik trikoo tuulejope,laste_riided,176.16,116.16,60.0,34.06
979,INV-202304-00096,2023-04-13,2828.0,1206,3,22.7,68.1,online,,kaart,22.7,Vintage villane kangasvöö,aksessuaarid,68.1,68.1,0.0,0.0
980,INV-202304-00097,2023-04-25,4705.0,1042,3,347.84,1043.52,online,,sularaha,223.47,Luksuslik teksane polo särk,meeste_riided,1043.52,670.41,373.11,35.75
981,INV-202304-00098,2023-04-23,2713.0,1246,1,204.87,204.87,pood,Tallinn,järelmaks,133.03,Praktiline villane kott,aksessuaarid,204.87,133.03,71.84,35.07
982,INV-202304-00099,2023-04-16,4438.0,1234,1,162.86,162.86,online,,sularaha,101.94,Klassikaline siidine tuulejope,naiste_riided,162.86,101.94,60.92,37.41
983,INV-202304-00100,2023-04-20,3689.0,1034,1,207.23,207.23,pood,Tallinn,kaart,145.76,Minimalistlik villane nahk sandaalid,jalanõusid,207.23,145.76,61.47,29.66
984,INV-202304-00101,2023-04-01,4090.0,1202,1,22.04,22.04,online,,järelmaks,13.3,Elegantne metallist sall,aksessuaarid,22.04,13.3,8.74,39.66
985,INV-202304-00102,2023-04-24,3605.0,1024,3,117.05,351.15,online,,järelmaks,76.35,Trendikas kangast nokamüts,aksessuaarid,351.15,229.05,122.1,34.77
986,INV-202304-00103,2023-04-17,3044.0,1344,2,65.51,169.9,pood,Pärnu,kaart,58.63,Mugav softshell teksapüksid,laste_riided,169.9,117.26,52.64,30.98
987,INV-202304-00104,2023-04-11,2110.0,1230,2,55.04,110.08,pood,Tartu,järelmaks,34.21,Minimalistlik villane pühapäevakleit,laste_riided,110.08,68.42,41.66,37.85
988,INV-202304-00105,2023-04-15,3045.0,1279,1,66.21,66.21,pood,Tallinn,järelmaks,44.52,Luksuslik orgaaniline dressikomplekt,laste_riided,66.21,44.52,21.69,32.76
989,INV-202304-00106,2023-04-29,3556.0,1090,1,281.19,281.19,online,,kaart,197.07,Moodne merino villane triiksärk,meeste_riided,281.19,197.07,84.12,29.92
990,INV-202304-00107,2023-04-03,2987.0,1337,1,272.05,272.05,pood,Tartu,järelmaks,193.79,Praktiline viskoosne õhtukleit,naiste_riided,272.05,193.79,78.26,28.77
991,INV-202304-00108,2023-04-09,4413.0,1011,3,53.99,161.97,online,,järelmaks,35.43,Moodne villane pühapäevakleit,laste_riided,161.97,106.29,55.68,34.38
992,INV-202304-00109,2023-04-01,3164.0,1198,1,291.72,291.72,pood,Tallinn,sularaha,186.77,Õhuline sünteetiline kõrge kontsaga kingad,jalanõusid,291.72,186.77,104.95,35.98
993,INV-202304-00110,2023-04-23,4178.0,1031,1,434.08,434.08,online,,järelmaks,266.31,Õhuline sünteetiline sporditossud,jalanõusid,434.08,266.31,167.77,38.65
994,INV-202304-00111,2023-04-03,4754.0,1339,1,35.68,35.68,online,,järelmaks,24.14,Moodne puuvillane komplekt,laste_riided,35.68,24.14,11.54,32.34
995,INV-202304-00112,2023-04-12,4708.0,1106,1,47.88,47.88,online,,sularaha,33.77,Praktiline klaasist sõrmkindad,aksessuaarid,47.88,33.77,14.11,29.47
996,INV-202304-00113,2023-04-01,2860.0,1276,1,187.16,187.16,online,,sularaha,126.55,Trendikas sünteetiline platvorm sandaalid,jalanõusid,187.16,126.55,60.61,32.38
997,INV-202304-00114,2023-04-06,,1225,1,116.87,116.87,online,,kaart,75.66,Moodne kangast derbyd,jalanõusid,116.87,75.66,41.21,35.26
998,INV-202304-00115,2023-04-28,2119.0,1267,2,66.88,133.76,online,,järelmaks,40.57,Minimalistlik keraamiline sall,aksessuaarid,133.76,81.14,52.62,39.34
999,INV-202304-00116,2023-04-27,,1329,1,110.02,110.02,pood,Tallinn,järelmaks,65.74,Moodne viskoosne teksapüksid,naiste_riided,110.02,65.74,44.28,40.25
1000,INV-202304-00117,2023-04-26,3696.0,1176,2,245.59,491.18,online,,sularaha,159.4,Boheemlaslik merino villane kapuutsiga pusa,naiste_riided,491.18,318.8,172.38,35.1
1001,INV-202304-00118,2023-04-08,3280.0,1293,2,351.33,702.66,pood,Tallinn,sularaha,217.33,Boheemlaslik linane pullover,naiste_riided,702.66,434.66,268.0,38.14
1002,INV-202304-00119,2023-04-11,2889.0,1297,1,104.27,104.27,pood,Pärnu,sularaha,68.96,Trendikas trikoo skaterkleit,laste_riided,104.27,68.96,35.31,33.86
1003,INV-202304-00120,2023-04-19,2530.0,1245,1,228.81,228.81,pood,Tallinn,järelmaks,154.84,Trendikas nahkne oxfordid,jalanõusid,228.81,154.84,73.97,32.33
1004,INV-202304-00121,2023-04-18,,1146,1,35.94,31.65,pood,Tallinn,järelmaks,22.19,Trendikas trikoo jakk,laste_riided,31.65,22.19,9.46,29.89
1005,INV-202304-00122,2023-04-15,3451.0,1184,2,86.14,172.28,pood,Tartu,sularaha,59.8,Sportlik puuvillane chino püksid,laste_riided,172.28,119.6,52.68,30.58
1006,INV-202304-00123,2023-04-18,,1158,3,70.01,210.03,pood,Tallinn,sularaha,42.44,Praktiline flanellne linane särk,meeste_riided,210.03,127.32,82.71,39.38
1007,INV-202304-00124,2023-04-07,,1208,1,76.7,76.7,pood,Tartu,sularaha,51.35,Luksuslik linane bleiser,naiste_riided,76.7,51.35,25.35,33.05
1008,INV-202304-00125,2023-04-05,3624.0,1008,1,280.13,280.13,pood,Pärnu,sularaha,167.26,Minimalistlik nahkne platvormi kontsad,jalanõusid,280.13,167.26,112.87,40.29
1009,INV-202304-00126,2023-04-11,4673.0,1057,1,251.52,251.52,online,,järelmaks,173.38,Õhuline villane platvorm sandaalid,jalanõusid,251.52,173.38,78.14,31.07
